Date,Qty,DRUG
2018-01-01 00:00:00,6,Ceftriaxone Inj ord…
2018-01-01 00:00:00,18,Ciprofloxacin ord 10x10
2018-01-01 00:00:00,202,Dexa tabs 0.5mg 10x10
2018-01-01 00:00:00,8,Diclofenac 50mg tabs ord. 10x10
2018-01-02 00:00:00,3,Action tabs (1x50) (pairs)
2018-01-02 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-01-02 00:00:00,85,Ampicloxa 500mg caps ord(10x10)
2018-01-02 00:00:00,8,Ceftriaxone Inj ord…
2018-01-02 00:00:00,30,Cotrimoxazole 480mg ord…
2018-01-02 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-01-02 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-01-03 00:00:00,4,Action tabs (1x50) (pairs)
2018-01-03 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-03 00:00:00,50,Amoxycilin caps ord… (10x10)
2018-01-03 00:00:00,35,Ampicloxa 500mg caps ord(10x10)
2018-01-03 00:00:00,10,Ceftriaxone Inj ord…
2018-01-03 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-03 00:00:00,110,Dexa tabs 0.5mg 10x10
2018-01-03 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2018-01-04 00:00:00,4,Action tabs (1x50) (pairs)
2018-01-04 00:00:00,25,Amoxycilin caps ord… (10x10)
2018-01-04 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-01-04 00:00:00,1,Ceftriaxone Inj ord…
2018-01-04 00:00:00,5,Ciprofloxacin ord 10x10
2018-01-04 00:00:00,15,Cotrimoxazole 480mg ord…
2018-01-04 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-01-05 00:00:00,4,Action tabs (1x50) (pairs)
2018-01-05 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-05 00:00:00,35,Amoxycilin caps ord… (10x10)
2018-01-05 00:00:00,36,Ampicloxa 500mg caps ord(10x10)
2018-01-05 00:00:00,3,Ceftriaxone Inj ord…
2018-01-05 00:00:00,5,Ciprofloxacin ord 10x10
2018-01-05 00:00:00,5,Cotrimoxazole 480mg ord…
2018-01-05 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-01-05 00:00:00,120,Diclofenac 50mg tabs ord. 10x10
2018-01-06 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-06 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-06 00:00:00,2,Amoxycilin caps ord… (10x10)
2018-01-06 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-01-06 00:00:00,9,Ceftriaxone Inj ord…
2018-01-06 00:00:00,62,Ciprofloxacin ord 10x10
2018-01-06 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-06 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2018-01-07 00:00:00,10,Amlodac 10mg (3x10) (tabs)
2018-01-07 00:00:00,25,Amoxycilin caps ord… (10x10)
2018-01-07 00:00:00,55,Ampicloxa 500mg caps ord(10x10)
2018-01-07 00:00:00,26,Ceftriaxone Inj ord…
2018-01-07 00:00:00,22,Ciprofloxacin ord 10x10
2018-01-07 00:00:00,20,Cotrimoxazole 480mg ord…
2018-01-07 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-08 00:00:00,5,Albendazole 400mg ord.. (doses)
2018-01-08 00:00:00,25,Amoxycilin caps ord… (10x10)
2018-01-08 00:00:00,10,Ampicloxa 500mg caps ord(10x10)
2018-01-08 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-08 00:00:00,16,Dexa tabs 0.5mg 10x10
2018-01-08 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-01-09 00:00:00,30,Amlodac 10mg (3x10) (tabs)
2018-01-09 00:00:00,47,Amoxycilin caps ord… (10x10)
2018-01-09 00:00:00,29,Ampicloxa 500mg caps ord(10x10)
2018-01-09 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-09 00:00:00,28,Cotrimoxazole 480mg ord…
2018-01-09 00:00:00,16,Dexa tabs 0.5mg 10x10
2018-01-09 00:00:00,4,Diclofenac 50mg tabs ord. 10x10
2018-01-10 00:00:00,45,Amoxycilin caps ord… (10x10)
2018-01-10 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-01-10 00:00:00,5,Ceftriaxone Inj ord…
2018-01-10 00:00:00,140,Ciprofloxacin ord 10x10
2018-01-10 00:00:00,27,Cotrimoxazole 480mg ord…
2018-01-10 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-01-11 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-01-11 00:00:00,5,Ampicloxa 500mg caps ord(10x10)
2018-01-11 00:00:00,12,Ceftriaxone Inj ord…
2018-01-11 00:00:00,2,Ciprofloxacin ord 10x10
2018-01-11 00:00:00,13,Cotrimoxazole 480mg ord…
2018-01-11 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-11 00:00:00,120,Diclofenac 50mg tabs ord. 10x10
2018-01-12 00:00:00,2,Action tabs (1x50) (pairs)
2018-01-12 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-12 00:00:00,50,Amoxycilin caps ord… (10x10)
2018-01-12 00:00:00,45,Ampicloxa 500mg caps ord(10x10)
2018-01-12 00:00:00,1,Ceftriaxone Inj ord…
2018-01-12 00:00:00,57,Cotrimoxazole 480mg ord…
2018-01-12 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-13 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-13 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-13 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-01-13 00:00:00,41,Ampicloxa 500mg caps ord(10x10)
2018-01-13 00:00:00,1,Ceftriaxone Inj ord…
2018-01-13 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-13 00:00:00,10,Cotrimoxazole 480mg ord…
2018-01-13 00:00:00,24,Dexa tabs 0.5mg 10x10
2018-01-13 00:00:00,44,Diclofenac 50mg tabs ord. 10x10
2018-01-14 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-14 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-01-14 00:00:00,70,Ampicloxa 500mg caps ord(10x10)
2018-01-14 00:00:00,4,Ceftriaxone Inj ord…
2018-01-14 00:00:00,25,Ciprofloxacin ord 10x10
2018-01-14 00:00:00,25,Cotrimoxazole 480mg ord…
2018-01-14 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-01-15 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-15 00:00:00,20,Amoxycilin caps ord… (10x10)
2018-01-15 00:00:00,35,Ampicloxa 500mg caps ord(10x10)
2018-01-15 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-15 00:00:00,15,Cotrimoxazole 480mg ord…
2018-01-15 00:00:00,36,Dexa tabs 0.5mg 10x10
2018-01-15 00:00:00,204,Diclofenac 50mg tabs ord. 10x10
2018-01-16 00:00:00,5,Action tabs (1x50) (pairs)
2018-01-16 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-16 00:00:00,25,Amoxycilin caps ord… (10x10)
2018-01-16 00:00:00,45,Ampicloxa 500mg caps ord(10x10)
2018-01-16 00:00:00,2,Ceftriaxone Inj ord…
2018-01-16 00:00:00,15,Cotrimoxazole 480mg ord…
2018-01-16 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-01-16 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-01-17 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-17 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-17 00:00:00,6,Amlodac 10mg (3x10) (tabs)
2018-01-17 00:00:00,33,Amoxycilin caps ord… (10x10)
2018-01-17 00:00:00,45,Ampicloxa 500mg caps ord(10x10)
2018-01-17 00:00:00,2,Ceftriaxone Inj ord…
2018-01-17 00:00:00,30,Cotrimoxazole 480mg ord…
2018-01-17 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-01-17 00:00:00,18,Diclofenac 50mg tabs ord. 10x10
2018-01-18 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-18 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-18 00:00:00,50,Amlodac 10mg (3x10) (tabs)
2018-01-18 00:00:00,220,Amoxycilin caps ord… (10x10)
2018-01-18 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-01-18 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-18 00:00:00,10,Cotrimoxazole 480mg ord…
2018-01-18 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-01-19 00:00:00,2,Action tabs (1x50) (pairs)
2018-01-19 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-19 00:00:00,20,Amoxycilin caps ord… (10x10)
2018-01-19 00:00:00,35,Ampicloxa 500mg caps ord(10x10)
2018-01-19 00:00:00,2,Ceftriaxone Inj ord…
2018-01-19 00:00:00,15,Ciprofloxacin ord 10x10
2018-01-19 00:00:00,20,Cotrimoxazole 480mg ord…
2018-01-19 00:00:00,70,Dexa tabs 0.5mg 10x10
2018-01-19 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-01-20 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-01-20 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-01-20 00:00:00,55,Ampicloxa 500mg caps ord(10x10)
2018-01-20 00:00:00,7,Ceftriaxone Inj ord…
2018-01-20 00:00:00,24,Ciprofloxacin ord 10x10
2018-01-20 00:00:00,5,Cotrimoxazole 480mg ord…
2018-01-20 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-20 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-01-21 00:00:00,51,Action tabs (1x50) (pairs)
2018-01-21 00:00:00,68,Amoxycilin caps ord… (10x10)
2018-01-21 00:00:00,84,Ampicloxa 500mg caps ord(10x10)
2018-01-21 00:00:00,8,Ceftriaxone Inj ord…
2018-01-21 00:00:00,31,Ciprofloxacin ord 10x10
2018-01-21 00:00:00,2,Cotrimoxazole 480mg ord…
2018-01-21 00:00:00,58,Dexa tabs 0.5mg 10x10
2018-01-21 00:00:00,50,Diclofenac 50mg tabs ord. 10x10
2018-01-22 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-22 00:00:00,4,Albendazole 400mg ord.. (doses)
2018-01-22 00:00:00,10,Amlodac 10mg (3x10) (tabs)
2018-01-22 00:00:00,55,Amoxycilin caps ord… (10x10)
2018-01-22 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2018-01-22 00:00:00,32,Cotrimoxazole 480mg ord…
2018-01-22 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-01-22 00:00:00,118,Diclofenac 50mg tabs ord. 10x10
2018-01-23 00:00:00,2,Action tabs (1x50) (pairs)
2018-01-23 00:00:00,5,Albendazole 400mg ord.. (doses)
2018-01-23 00:00:00,10,Amoxycilin caps ord… (10x10)
2018-01-23 00:00:00,96,Ampicloxa 500mg caps ord(10x10)
2018-01-23 00:00:00,3,Ceftriaxone Inj ord…
2018-01-23 00:00:00,12,Ciprofloxacin ord 10x10
2018-01-23 00:00:00,9,Cotrimoxazole 480mg ord…
2018-01-23 00:00:00,132,Dexa tabs 0.5mg 10x10
2018-01-23 00:00:00,36,Diclofenac 50mg tabs ord. 10x10
2018-01-24 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-24 00:00:00,55,Amoxycilin caps ord… (10x10)
2018-01-24 00:00:00,45,Ampicloxa 500mg caps ord(10x10)
2018-01-24 00:00:00,9,Ceftriaxone Inj ord…
2018-01-24 00:00:00,10,Ciprofloxacin ord 10x10
2018-01-24 00:00:00,10,Cotrimoxazole 480mg ord…
2018-01-24 00:00:00,4,Dexa tabs 0.5mg 10x10
2018-01-24 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-01-25 00:00:00,3,Action tabs (1x50) (pairs)
2018-01-25 00:00:00,4,Amlodac 10mg (3x10) (tabs)
2018-01-25 00:00:00,110,Ampicloxa 500mg caps ord(10x10)
2018-01-25 00:00:00,13,Ceftriaxone Inj ord…
2018-01-25 00:00:00,94,Ciprofloxacin ord 10x10
2018-01-25 00:00:00,24,Cotrimoxazole 480mg ord…
2018-01-25 00:00:00,66,Dexa tabs 0.5mg 10x10
2018-01-26 00:00:00,7,Action tabs (1x50) (pairs)
2018-01-26 00:00:00,100,Ampicloxa 500mg caps ord(10x10)
2018-01-26 00:00:00,4,Ceftriaxone Inj ord…
2018-01-26 00:00:00,37,Ciprofloxacin ord 10x10
2018-01-26 00:00:00,32,Cotrimoxazole 480mg ord…
2018-01-26 00:00:00,60,Dexa tabs 0.5mg 10x10
2018-01-26 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-01-27 00:00:00,8,Action tabs (1x50) (pairs)
2018-01-27 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-01-27 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-01-27 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2018-01-27 00:00:00,10,Ceftriaxone Inj ord…
2018-01-27 00:00:00,7,Ciprofloxacin ord 10x10
2018-01-27 00:00:00,35,Cotrimoxazole 480mg ord…
2018-01-27 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-01-27 00:00:00,80,Diclofenac 50mg tabs ord. 10x10
2018-01-28 00:00:00,1,Action tabs (1x50) (pairs)
2018-01-28 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-28 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-01-28 00:00:00,70,Amoxycilin caps ord… (10x10)
2018-01-28 00:00:00,60,Ampicloxa 500mg caps ord(10x10)
2018-01-28 00:00:00,3,Ceftriaxone Inj ord…
2018-01-28 00:00:00,50,Ciprofloxacin ord 10x10
2018-01-28 00:00:00,30,Cotrimoxazole 480mg ord…
2018-01-28 00:00:00,104,Dexa tabs 0.5mg 10x10
2018-01-28 00:00:00,6,Diclofenac 50mg tabs ord. 10x10
2018-01-29 00:00:00,4,Action tabs (1x50) (pairs)
2018-01-29 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-01-29 00:00:00,14,Amlodac 10mg (3x10) (tabs)
2018-01-29 00:00:00,20,Amoxycilin caps ord… (10x10)
2018-01-29 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2018-01-29 00:00:00,5,Ceftriaxone Inj ord…
2018-01-29 00:00:00,5,Ciprofloxacin ord 10x10
2018-01-29 00:00:00,43,Cotrimoxazole 480mg ord…
2018-01-29 00:00:00,80,Dexa tabs 0.5mg 10x10
2018-01-29 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-01-30 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-01-30 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-01-30 00:00:00,22,Ampicloxa 500mg caps ord(10x10)
2018-01-30 00:00:00,23,Ceftriaxone Inj ord…
2018-01-30 00:00:00,5,Ciprofloxacin ord 10x10
2018-01-30 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-01-30 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-01-31 00:00:00,2,Action tabs (1x50) (pairs)
2018-01-31 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-01-31 00:00:00,5,Amoxycilin caps ord… (10x10)
2018-01-31 00:00:00,35,Ampicloxa 500mg caps ord(10x10)
2018-01-31 00:00:00,7,Ceftriaxone Inj ord…
2018-01-31 00:00:00,21,Ciprofloxacin ord 10x10
2018-01-31 00:00:00,50,Cotrimoxazole 480mg ord…
2018-01-31 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-02-01 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-02-01 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-02-01 00:00:00,3,Ceftriaxone Inj ord…
2018-02-01 00:00:00,10,Cotrimoxazole 480mg ord…
2018-02-01 00:00:00,100,Dexa tabs 0.5mg 10x10
2018-02-02 00:00:00,2,Action tabs (1x50) (pairs)
2018-02-02 00:00:00,5,Albendazole 400mg ord.. (doses)
2018-02-02 00:00:00,65,Amoxycilin caps ord… (10x10)
2018-02-02 00:00:00,16,Ampicloxa 500mg caps ord(10x10)
2018-02-02 00:00:00,1,Ceftriaxone Inj ord…
2018-02-02 00:00:00,10,Ciprofloxacin ord 10x10
2018-02-02 00:00:00,90,Dexa tabs 0.5mg 10x10
2018-02-02 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2018-02-03 00:00:00,1,Action tabs (1x50) (pairs)
2018-02-03 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-02-03 00:00:00,35,Amoxycilin caps ord… (10x10)
2018-02-03 00:00:00,21,Ampicloxa 500mg caps ord(10x10)
2018-02-03 00:00:00,60,Ciprofloxacin ord 10x10
2018-02-03 00:00:00,5,Cotrimoxazole 480mg ord…
2018-02-03 00:00:00,70,Dexa tabs 0.5mg 10x10
2018-02-03 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-02-04 00:00:00,3,Action tabs (1x50) (pairs)
2018-02-04 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-02-04 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2018-02-04 00:00:00,24,Cotrimoxazole 480mg ord…
2018-02-04 00:00:00,54,Dexa tabs 0.5mg 10x10
2018-02-04 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-02-05 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-02-05 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-02-05 00:00:00,41,Ampicloxa 500mg caps ord(10x10)
2018-02-05 00:00:00,5,Ceftriaxone Inj ord…
2018-02-05 00:00:00,5,Ciprofloxacin ord 10x10
2018-02-05 00:00:00,20,Cotrimoxazole 480mg ord…
2018-02-05 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-02-05 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-02-06 00:00:00,53,Action tabs (1x50) (pairs)
2018-02-06 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-02-06 00:00:00,35,Amoxycilin caps ord… (10x10)
2018-02-06 00:00:00,17,Ampicloxa 500mg caps ord(10x10)
2018-02-06 00:00:00,2,Ceftriaxone Inj ord…
2018-02-06 00:00:00,39,Ciprofloxacin ord 10x10
2018-02-06 00:00:00,10,Cotrimoxazole 480mg ord…
2018-02-06 00:00:00,42,Dexa tabs 0.5mg 10x10
2018-02-07 00:00:00,1,Action tabs (1x50) (pairs)
2018-02-07 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-07 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-02-07 00:00:00,120,Amoxycilin caps ord… (10x10)
2018-02-07 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2018-02-07 00:00:00,15,Ceftriaxone Inj ord…
2018-02-07 00:00:00,20,Cotrimoxazole 480mg ord…
2018-02-07 00:00:00,140,Dexa tabs 0.5mg 10x10
2018-02-07 00:00:00,200,Diclofenac 50mg tabs ord. 10x10
2018-02-08 00:00:00,2,Action tabs (1x50) (pairs)
2018-02-08 00:00:00,27,Amoxycilin caps ord… (10x10)
2018-02-08 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-02-08 00:00:00,9,Ceftriaxone Inj ord…
2018-02-08 00:00:00,12,Ciprofloxacin ord 10x10
2018-02-08 00:00:00,94,Dexa tabs 0.5mg 10x10
2018-02-08 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-02-09 00:00:00,1,Action tabs (1x50) (pairs)
2018-02-09 00:00:00,44,Amoxycilin caps ord… (10x10)
2018-02-09 00:00:00,44,Ampicloxa 500mg caps ord(10x10)
2018-02-09 00:00:00,5,Ceftriaxone Inj ord…
2018-02-09 00:00:00,5,Ciprofloxacin ord 10x10
2018-02-09 00:00:00,10,Cotrimoxazole 480mg ord…
2018-02-09 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-02-09 00:00:00,54,Diclofenac 50mg tabs ord. 10x10
2018-02-10 00:00:00,2,Action tabs (1x50) (pairs)
2018-02-10 00:00:00,31,Amlodac 10mg (3x10) (tabs)
2018-02-10 00:00:00,80,Amoxycilin caps ord… (10x10)
2018-02-10 00:00:00,19,Ampicloxa 500mg caps ord(10x10)
2018-02-10 00:00:00,8,Ceftriaxone Inj ord…
2018-02-10 00:00:00,5,Ciprofloxacin ord 10x10
2018-02-10 00:00:00,5,Cotrimoxazole 480mg ord…
2018-02-10 00:00:00,4,Dexa tabs 0.5mg 10x10
2018-02-10 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-02-11 00:00:00,7,Amoxycilin caps ord… (10x10)
2018-02-11 00:00:00,8,Ampicloxa 500mg caps ord(10x10)
2018-02-11 00:00:00,13,Ceftriaxone Inj ord…
2018-02-11 00:00:00,47,Ciprofloxacin ord 10x10
2018-02-11 00:00:00,10,Cotrimoxazole 480mg ord…
2018-02-11 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-02-11 00:00:00,100,Diclofenac 50mg tabs ord. 10x10
2018-02-12 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-12 00:00:00,3,Amlodac 10mg (3x10) (tabs)
2018-02-12 00:00:00,130,Amoxycilin caps ord… (10x10)
2018-02-12 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-02-12 00:00:00,10,Ceftriaxone Inj ord…
2018-02-13 00:00:00,3,Action tabs (1x50) (pairs)
2018-02-13 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-13 00:00:00,35,Amoxycilin caps ord… (10x10)
2018-02-13 00:00:00,77,Ampicloxa 500mg caps ord(10x10)
2018-02-13 00:00:00,11,Ceftriaxone Inj ord…
2018-02-13 00:00:00,40,Ciprofloxacin ord 10x10
2018-02-13 00:00:00,205,Cotrimoxazole 480mg ord…
2018-02-13 00:00:00,76,Dexa tabs 0.5mg 10x10
2018-02-13 00:00:00,220,Diclofenac 50mg tabs ord. 10x10
2018-02-14 00:00:00,5,Albendazole 400mg ord.. (doses)
2018-02-14 00:00:00,5,Amlodac 10mg (3x10) (tabs)
2018-02-14 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-02-14 00:00:00,36,Ampicloxa 500mg caps ord(10x10)
2018-02-14 00:00:00,11,Ceftriaxone Inj ord…
2018-02-14 00:00:00,20,Ciprofloxacin ord 10x10
2018-02-14 00:00:00,40,Cotrimoxazole 480mg ord…
2018-02-14 00:00:00,56,Dexa tabs 0.5mg 10x10
2018-02-14 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-02-15 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-15 00:00:00,15,Amoxycilin caps ord… (10x10)
2018-02-15 00:00:00,29,Ampicloxa 500mg caps ord(10x10)
2018-02-15 00:00:00,5,Ciprofloxacin ord 10x10
2018-02-15 00:00:00,15,Cotrimoxazole 480mg ord…
2018-02-15 00:00:00,72,Dexa tabs 0.5mg 10x10
2018-02-15 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-02-16 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-02-16 00:00:00,55,Amoxycilin caps ord… (10x10)
2018-02-16 00:00:00,16,Ampicloxa 500mg caps ord(10x10)
2018-02-16 00:00:00,2,Ceftriaxone Inj ord…
2018-02-16 00:00:00,35,Ciprofloxacin ord 10x10
2018-02-16 00:00:00,29,Cotrimoxazole 480mg ord…
2018-02-16 00:00:00,74,Dexa tabs 0.5mg 10x10
2018-02-16 00:00:00,120,Diclofenac 50mg tabs ord. 10x10
2018-02-17 00:00:00,4,Action tabs (1x50) (pairs)
2018-02-17 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-02-17 00:00:00,10,Amoxycilin caps ord… (10x10)
2018-02-17 00:00:00,53,Ampicloxa 500mg caps ord(10x10)
2018-02-17 00:00:00,12,Ceftriaxone Inj ord…
2018-02-17 00:00:00,10,Ciprofloxacin ord 10x10
2018-02-17 00:00:00,210,Cotrimoxazole 480mg ord…
2018-02-17 00:00:00,210,Diclofenac 50mg tabs ord. 10x10
2018-02-18 00:00:00,4,Action tabs (1x50) (pairs)
2018-02-18 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-02-18 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-02-18 00:00:00,90,Amoxycilin caps ord… (10x10)
2018-02-18 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2018-02-18 00:00:00,7,Ceftriaxone Inj ord…
2018-02-18 00:00:00,10,Ciprofloxacin ord 10x10
2018-02-18 00:00:00,15,Cotrimoxazole 480mg ord…
2018-02-18 00:00:00,28,Dexa tabs 0.5mg 10x10
2018-02-18 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-02-19 00:00:00,1,Action tabs (1x50) (pairs)
2018-02-19 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-02-19 00:00:00,15,Amoxycilin caps ord… (10x10)
2018-02-19 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-02-19 00:00:00,19,Ceftriaxone Inj ord…
2018-02-19 00:00:00,10,Ciprofloxacin ord 10x10
2018-02-19 00:00:00,45,Cotrimoxazole 480mg ord…
2018-02-19 00:00:00,68,Dexa tabs 0.5mg 10x10
2018-02-19 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2018-02-20 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-20 00:00:00,18,Amlodac 10mg (3x10) (tabs)
2018-02-20 00:00:00,10,Amoxycilin caps ord… (10x10)
2018-02-20 00:00:00,14,Ampicloxa 500mg caps ord(10x10)
2018-02-20 00:00:00,14,Ceftriaxone Inj ord…
2018-02-20 00:00:00,5,Ciprofloxacin ord 10x10
2018-02-20 00:00:00,5,Cotrimoxazole 480mg ord…
2018-02-20 00:00:00,152,Dexa tabs 0.5mg 10x10
2018-02-20 00:00:00,124,Diclofenac 50mg tabs ord. 10x10
2018-02-21 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-21 00:00:00,57,Ampicloxa 500mg caps ord(10x10)
2018-02-21 00:00:00,1,Ceftriaxone Inj ord…
2018-02-21 00:00:00,29,Ciprofloxacin ord 10x10
2018-02-21 00:00:00,15,Cotrimoxazole 480mg ord…
2018-02-21 00:00:00,12,Dexa tabs 0.5mg 10x10
2018-02-21 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2018-02-22 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-22 00:00:00,33,Amoxycilin caps ord… (10x10)
2018-02-22 00:00:00,4,Ampicloxa 500mg caps ord(10x10)
2018-02-22 00:00:00,8,Ceftriaxone Inj ord…
2018-02-22 00:00:00,10,Ciprofloxacin ord 10x10
2018-02-22 00:00:00,36,Cotrimoxazole 480mg ord…
2018-02-22 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-02-22 00:00:00,50,Diclofenac 50mg tabs ord. 10x10
2018-02-23 00:00:00,1,Action tabs (1x50) (pairs)
2018-02-23 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-02-23 00:00:00,20,Amlodac 10mg (3x10) (tabs)
2018-02-23 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2018-02-23 00:00:00,16,Ceftriaxone Inj ord…
2018-02-23 00:00:00,40,Ciprofloxacin ord 10x10
2018-02-23 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-02-23 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-02-24 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-02-24 00:00:00,45,Amoxycilin caps ord… (10x10)
2018-02-24 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-02-24 00:00:00,3,Ceftriaxone Inj ord…
2018-02-24 00:00:00,10,Ciprofloxacin ord 10x10
